product_name,category,cost,selling_price
Edna Bunty Kiddy Chocolate,kandos Chocolate,432,480
hair hilip 70,Cosmatics,63,70
Christmas Decoration,Fancy,50,50
Vijitha Rice Nadhu 1kg,Rice,93,80
Goree Cream -Beauty ,Cosmatics,380,500
anna tooth powder,Toothpaste,6,10
alpha pakoda 80g,Snack Foods,27,30
Binder Gum,Stationery,27,30
mariss glue,Stationery,9,10
KAJAL,Cosmatics,54,60
HAIR BAND,Cosmatics,45,50
CILIP,Cosmatics,45,50
araliya red rice 1kg,Frozen Food,72,80
suser candy,Cadbury Chocolate,2.7,3
baby hilip,Cosmatics,36,40
nail polish,Cosmatics,292.5,325
toys 25,Fancy,472.5,525
toys 26,Fancy,171,190
toys 27,Fancy,153,170
toys 28,Fancy,135,150
toys 29,Fancy,225,250
toys 30,Fancy,225,250
toys 31,Fancy,72,80
toys 32,Fancy,234,260
toys 33,Fancy,126,140
toys 34,Fancy,180,200
toys 35,Fancy,270,300
toys 36,Fancy,135,150
toys 37,Fancy,405,450
toys 38,Fancy,225,250
toys 39,Fancy,216,240
toys 40,Fancy,198,220
toys 41,Fancy,288,320
am mixture 40g,Packeted Food,18,20
purse,Fancy,315,350
nespray1kg,Milk Powder,720,800
cookingoil 1l,Cooking Oil,310,340
atlas copy 80 pages,Stationery,31.5,35
atlas science botany80 page,Stationery,94.5,105
atlas drawing 80 page,Stationery,90,100
atlas sprial note book,Stationery,58.5,65
atlas srilanka outline,Stationery,1.04,1.15
atlas writing paper,Stationery,1.8,2
foolscap sheet,Stationery,1.8,2
alpha pakoda 80g,Snack Foods,1,1
Citic Acide,Packeted Food,270,300
KAJAL 2,Cosmatics,54,60
CILIP 9,Cosmatics,45,50
araliya white rice1kg,Frozen Food,67.5,95
europe mint,Cadbury Chocolate,18,20
HAIR BAND 12,Cosmatics,90,100
orange ,fruits,200,250
am parupu 100g,Food Drink,45,50
my beautiful colouring book,Stationery,180,200
vicks 5g,Medicie,43.33,51
cleay box,Stationery,135,150
Anna kurakkan flour 400g,Packeted Food,95,110
johnsons baby lotion 50g,Baby Others,121.5,135
samahan packet,Medicie,13.5,20
kurakkan 1kg,Lose Food Items,162,180
Almonda,Lose Food Items,1,1
nestomalt400g,Milk Products,265.5,295
coriander 250g,Frozen Food,63,70
santhanam,Cosmatics,1.8,2
shopping bag large,General,130,140
Nature green water 19l,Water Bottels,198,220
baby court,Baby Others,351,390
anna currt powder 500g,Packeted Food,175,225
hair hilip 90,Cosmatics,81,90
Rice Nadu 10Kg bag,Rice,765,850
johnson baby cologne,Baby Others,247.5,275
Bristal board 20.00,Stationery,18,20
Faluda pudding mix 110g,Packeted Food,85.5,95
Peanut Biscuit 10.00,Packeted Food,9,10
alpha pakoda 500g,Snack Foods,162,180
footruler 30cm,Stationery,27,30
SAREE PIN 2,Cosmatics,180,200
HAIR BAND 2,Cosmatics,90,100
CILIP 11,Cosmatics,63,70
araliya Samba 5kg,Frozen Food,465,500
jeera sweet,Cadbury Chocolate,9,10
whisele,Cosmatics,18,20
makeup stick,Cosmatics,801,890
grapes Australia 1kg,fruits,675,750
am kadala 100g,Food Drink,45,50
torch,Fancy,180,200
cellotape,Stationery,45,50
Rosted rice flour 1kg,Packeted Food,103.5,115
mathulai chaina 1kg,fruits,585,650
Candy Visil,Packeted Food,27,30
am kashan100g,Food Drink,45,50
super star family fu cake,Packeted Food,630,700
vicks 10g,Medicie,100,112
cleay,Stationery,54,60
Anna gram flour 200g,Packeted Food,62,85
Almonda,Lose Food Items,2520,2800
rose brand kumkum poo,Cosmatics,189,210
vicco skin cream,Cosmatics,198,220
wijaya White rice flour 5kg,Packeted Food,620,725
meenadchi amman pappadam,Packeted Food,45,50
hair band 80,Cosmatics,72,80
shakthi pappadam  50.00,Packeted Food,45,50
Rice Nadu 5 kg bag,Rice,382.5,425
AAA 4 BLISTER CARD,Battry,1,1
chocos 3.,Baby Food,1,1
sunlight super detergent powder,Soap,58.5,65
natures gold face wash 100ml,Fancy,441,490
sathikkai 1,Lose Food Items,13.5,20
marina butter oil 180ml,Packeted Food,157.5,175
super star cake 375g,Frozen Food,252,280
am pakoda 500g,Food Drink,180,200
rose saffron,Fairness Cream,189,210
American water 19 l,Water Bottels,260,300
Bavani kachan Aluva 170g,Snack Foods,135,150
Anil semiya 1kg,Baby Food,225,250
alpha pokoda 1kg,Snack Foods,324,360
footruler 15cm,Stationery,18,20
SAREE PIN 3,Cosmatics,337.5,375
HAIR BAND 3,Cosmatics,31.5,35
CILIP 12,Cosmatics,27,30
araliya attakkari5kg,Frozen Food,765,850
chocolate cone,Cadbury Chocolate,27,30
wool band 20 2,Cosmatics,18,20
hair hilip 3,Cosmatics,72,80
new lasting matt,Cosmatics,531,590
am garlic murrku110g,Food Drink,45,50
cellotape,Stationery,27,30
Anna roasted red rice flour 400,Packeted Food,48,60
loyds candles 25,General,22.5,25
pappadam,Lose Food Items,486,540
Candle  5.00,General,4.5,5
nesto butter scotch,Sweet Items,1.8,2
baby bangle 50,Cosmatics,45,50
christmas tree,General,9450,10500
kiri kiri,Jelly,27,30
skinwhite normal face wash 65g,Fancy,292.5,325
super star 1kg,Food Drink,630,700
kilanku potial,Frozen Food,45,50
bavani Ellurundai 130g,Snack Foods,90,100
Manioc Chips 100g,Snack Foods,45,50
munchee chocolate puff 100g,Biscuits,49.5,55
Clorine,Chemical,27,30
Naphthalene balls,Chemical,9,10
chocolate cream wafers 250g,Biscuits,1,1
fair,Fancy,1,1
Vade  M,Fancy,140,190
alpha garlic murukku 80g,Snack Foods,31.5,35
orchid& passion,Cosmatics,1,1
ednamilkyfruit toffee,Sweet Items,1.8,2
SAREE PIN 4,Cosmatics,351,390
HAIR BAND 4,Cosmatics,45,50
araliya attakkari  1kg,Frozen Food,63,70
toy candy,Cadbury Chocolate,27,30
am manioc 110g,Snack Foods,45,50
wool  band 15,Cosmatics,13.5,15
hair cilip,Cosmatics,45,50
lip shiner,Cosmatics,495,550
Nadesh maravalle 100g,Food,41,50
demaind sheet,Stationery,10.8,12
Anna orid flour 200g,Packeted Food,120,140
mark andle 30,General,27,30
pasi paruppu 1kg,Lose Food Items,315,350
fanta cream soda 500ml,Soft Drinks,1,1
turkey soya,Lose Food Items,225,250
pers,Cosmatics,333,370
nesto kiss mint,Sweet Items,1.8,2
hair band 110,Cosmatics,99,110
shakthi pappadam 25.00,Packeted Food,22.5,25
medimix,Soap,45,50
aloevera face wash 100ml,Fancy,378,420
super star 650g,Frozen Food,405,450
tile cleaner 1000ml,Cleaning Supplies,126,140
am one mixture,Frozen Food,180,200
American Water 7 l,Water Bottels,150,195
Bavani kachan aluva 100g,Snack Foods,90,100
oneday spoon,General,2.7,3
Brown Bag,General,9,10
Gillette goal platinum,General,13.5,15
wafers chox 36pcs,Cadbury Chocolate,148.5,165
vicks,Packeted Items,4.5,5
alpha paruppu 40g,Snack Foods,13.5,15
white rice,Rice,68,95
goldpaper,Stationery,27,30
RING,Cosmatics,450,500
HAIR BAND 5,Cosmatics,90,100
fruits candy,Cadbury Chocolate,1.8,2
am kadalai 100g,Snack Foods,45,50
wool band 20 3,Cosmatics,4.5,5
hair cilip 2,Cosmatics,54,60
lipstick,Cosmatics,351,390
am one 100g,Food Drink,45,50
blank sheet,Stationery,9,10
Anna roasted orid flour 200g,Packeted Food,120,140
ujala 75m,General,37.5,45
bunty wafer chox 6g,kandos Chocolate,153,170
atlas local file,Stationery,5.4,6
nesto ring A mint,Sweet Items,0.45,0.5
baby bangles 75,Cosmatics,67.5,75
yoghurt with treacle,Jelly,36,40
Dandex Plus 5.5ml 5.00,Shampoo,4.5,5
skinwhite oily face wash 100ml,Fancy,292.5,325
clour roll,Stationery,171,190
super star 1000g,Frozen Food,540,600
ulli murukku 110g,Frozen Food,45,50
Bavani kachan 80g,Snack Foods,45,50
Bleating Powder 100g,General,27,30
Garlic murukku 150g,Snack Foods,54,60
any time cake 250g,Packeted Food,135,150
chocolate cream 400g,Biscuits,164.25,160
samba,General,72,80
linc white glue 60g,Stationery,36,40
dash car wash,Chemical,1,1
Biscuit,General,67.5,75
Cowpea 1kg,Lose Food Items,207,240
 Dynamic wooden toothpicks75.00,Packeted Items,67.5,95
Lingzhi Coffee 21g,Tea Products,1290,96
tea pack,Tea Products,729,810
grapes 1kg,fruits,720,800
alpha bites 250g,Snack Foods,72,80
dates,Lose Food Items,225,250
RING 9000,Cosmatics,450,500
HAIR BAND 6,Cosmatics,45,50
am parupu10g,Snack Foods,9,10
wool band 20 4,Cosmatics,18,20
hair cilip 3,Cosmatics,45,50
eyebrow,Cosmatics,297,330
am baby mixture 120g,Food Drink,45,50
envelope Smoll,Stationery,1.8,2
Anna atta flour 1kg,Packeted Food,140,170
Lunch Box Shortes Box Smoll,General,4.5,6
bunty wafer chox 6g,kandos Chocolate,4.5,5
vicks toffee,Sweet Items,680,5
munchee cheese buttons 20g,Biscuits,18,20
baby bangles 80,Cosmatics,72,80
atlas tape,Stationery,54,60
jelly yoghurt,Jelly,1,1
lotus whltening facal wash,Fancy,108,120
gold beauty cream 18g,Fancy,711,790
brown roll,Stationery,49.5,55
am mixture 230g,Frozen Food,90,100
Bavani Kadalai 60.00,Snack Foods,54,60
jaffna mixture 130g,Snack Foods,45,50
date cake 375g,Packeted Food,230,270
Cinnamon stics 1kg,Lose Food Items,2700,3000
Lots O Crunch,Diana Chocolates,153,170
selan camphor,Chemical,78,120
orange flavoured icing cake,Packeted Food,270,300
u.s.a apple,fruits,48.55,60
nooldes500g,Packeted Food,94.5,105
thayir180,Food Drink,162,180
pavani kachan alwa15g,Packeted Food,9,10
am one mixture460g,Packeted Food,180,200
Solid Paper Serviets 65.00,Tissu Items,58.5,65
gold n sandalwood lotion300ml,Cosmatics,1,1
alpha kara murukku 250g,Snack Foods,81,90
RING 9001,Cosmatics,99,110
SILIGHT,Cosmatics,54,60
dialog phone recharge  100,phone cards,90,100
wool band  10,Cosmatics,9,10
hair cilip 4,Cosmatics,63,70
CHEE COOKIES,Sweet Items,225,250
envelope Long,Stationery,4.5,3
Anna instant thosai mix400g,Packeted Food,90,100
sunsilk conditinal packet,Shampoo,6.3,7
goree cream,Cosmatics,350,490
kaduku 1kg,Packeted Food,240,300
baby bangles 30,Cosmatics,27,30
Atlas tape large,Stationery,13.5,15
Kaduku 50g,Packeted Food,18,20
baby bangle 40,Cosmatics,36,40
Atlas tape medium,Stationery,9,10
clip 60,Fancy,54,60
strawberry flavoured yoghurt,Jelly,31.5,35
gold hair gel,Fancy,5.26,6
Alqamar cone henna,Cosmatics,56.67,90
skinwhite milk cream,Fancy,463.5,515
brown roll,Stationery,72,80
floor cleaner 1000ml,Cleaning Supplies,130.5,145
poddupparuppu 50.00,Snack Foods,45,50
chocolate forst 360g,Packeted Food,198,220
david garlicmurukku 250g,General,105,125
Koruca  1kg,Lose Food Items,522,580
gram flour 200g,Packeted Food,67.5,75
Ritzbury Box,Diana Chocolates,513,570
edna choco fingers40g,kandos Chocolate,31.5,35
chocolate flavoured icing cake,Packeted Food,279,310
vijitha rice10kg,Rice,1050,1100
sesame ball,Packeted Food,90,100
thayir130,Food Drink,117,130
uppukkadalai80g,Packeted Food,45,50
Grapes 1kg,fruits,720,800
am mixture450g,Packeted Food,162,180
Turmeric stick 1kg,Frozen Food,495,550
Maggi Veg.Soup,Frozen Food,1,1
rin detergent 25g,Cleaning Supplies,5.4,6
Anna Chilli Powder 50g,Frozen Food,351,390
Pracel Paper,General,126,140
strepsils reqular,Chemical,16.2,18
RING 9002,Cosmatics,90,100
SILIGHT 2,Cosmatics,63,70
dialog phone recharge  50,phone cards,45,50
wool band 20 5,Cosmatics,36,40
suger 1kg,Packeted Food,90,95
envelope white,Stationery,4.5,2
Anna roasted curry powder 250g,Packeted Food,117,130
clour malai120,Cosmatics,108,120
clip 40,Fancy,36,40
orange narai,fruits,30,33.33
kumarika shampoo herbal,Shampoo,5.38,6
clip 70,Fancy,63,70
apple pink,fruits,54,60
kumarika shampoo,Shampoo,5.4,6
panda baby talc,Baby Others,81,90
whitening cream,Fancy,472.5,525
oil cheet,Stationery,9,10
ole soda 1000ml,Food Drink,121.5,135
white rice flour 5kg,Packeted Food,553.5,615
Kadalai 50.00,Snack Foods,45,50
multi peices 380g,Packeted Food,162,180
dash three wheel shampoo,Washing Powder,72,80
roasted rice flour 1kg,Packeted Food,1,1
chocolate special icing s,Packeted Food,442,500
vijitha rice25kg,Rice,93,2125
tapioco chipce 90g,Packeted Food,36,40
mormilakai,Lose Food Items,540,600
thaddai vadai,Packeted Food,54,60
nature pure water500ml,Water Bottels,20,40
Dates  1kg,fruits,252,280
Medikeranti lice treatment,Hair Oil,1,1
diamond oil,Frozen Food,217.35,241.5
Parcel Papper 1kg,General,126,140
Calciam Remover 1l,Cleaning Supplies,198,220
Nell. Cr.Pomegranate Tholagatty,Frozen Food,225,250
Doler Chain,Fancy,585,650
Earing 6000,Fancy,171,190
RING 9003,Cosmatics,63,70
SILIGHT 3,Cosmatics,72,80
EXPERT HAIR COLOUR 3G,Fancy,67.5,75
mascara,Cosmatics,54.17,100
dialog net 29,phone cards,26.1,29
hair  wool,Cosmatics,27,30
envelope  B5,Stationery,4.5,5
nilma 75ml,General,27,30
clour malai 150,Cosmatics,135,150
clip 30,Fancy,27,30
kumarika shampoo aloe,Shampoo,5.4,6
zeenasf/cream women 30gm,Fancy,202.5,225
zeenas clear marks 30g,Fancy,202.5,225
johnsons care pack,Baby Others,684,760
brown peices 400g,Packeted Food,117,130
ghee cookies 5.00,Food Oils,4.5,5
vsp special lunch oil 750ml,Food Oils,432,480
roasted red rice flour 1kg,Packeted Food,105,130
pulse,Packeted Food,36,40
Ulunthu 1kg,Lose Food Items,324,290
Glucorasa Borrel Buddy,Frozen Food,1.8,2
Tholagatty Grape Juice 750ml,Frozen Food,200,250
Vaan Nila Iraichchi Sarakku,Frozen Food,9,10
Veyid Chain,Fancy,396,440
Earing 6001,Fancy,810,900
Seissors,General,180,200
meenadchi amman pappadams,Packeted Food,22.5,25
pakistani basmathi white rice,Rice,711,790
RING 9004,Cosmatics,135,150
SILIGHT 4,Cosmatics,40.5,45
rose water,Cosmatics,36,40
dialog net 49,phone cards,44.1,49
wool band 20 6,Cosmatics,31.5,35
sicoons,Stationery,45.9,51
star papadam 1kg,Lose Food Items,504,560
earing 30,Cosmatics,27,30
Atlas glue 50ml,Stationery,22.5,25
clip 20,Fancy,18,20
pro rdvanced gel,Fancy,5.4,6
zeenas strawberry f/w 100ml,Fancy,202.5,225
chocolate square icing s,Packeted Food,299,335
vsp special lunch oil 200ml,Food Oils,135,150
roasted orid flour,Packeted Food,126,140
goree day and night cream,Cosmatics,400,500
SunsilkSoft&s,Shampoo,1,1
Anna Thosai Mix 400g,Frozen Food,72,100
Prima Oil 500ml,Frozen Food,193.5,215
Sunsilk Norishing Soft & S.6.5m,Shampoo,7.18,8
Earing 6002,Fancy,88.2,98
Sugantha pooja villai 5.00,General,4.5,5
Rose Water 100ml,Fairness Cream,30,40
Jaffna Mixture 500g,Frozen Food,135,150
Kasa kasa 100g,food powder,81,90
Baby Hunger,Baby Others,396,440
Baby safty pin,Baby Others,72,80
Tongue Cleaner 10.00,Fancy,9,10
Bunty Ben10 10.00,Edna chocoleats,216,10
dry chili,Dry Goods,324,360
MALLAI,Cosmatics,90,100
HAIR BAND 7,Cosmatics,27,30
rose water200ml,Cosmatics,50,65
dialog net card 99,phone cards,93.65,99
b5279,Cosmatics,27,30
dust,Stationery,9,10
surf excel 20g,Chemical,8.48,10
earing 30,Cosmatics,27,30
Atlas glue 350ml,Stationery,63,70
clip 10,Fancy,9,10
pro with menthol,Fancy,5.4,6
zeenas clear marks 30g,,1,1
lakspray 1kg,Food Drink,750,810
pons age miracle,Fairness Cream,621,690
special icing cake s,Packeted Food,433,490
instant thosai mix400g,Packeted Food,90,100
nail,Cosmatics,36,40
Nelli Crush Tholagatty 750ml,Food Drink,200,250
comfort after wash,Fancy,8.7,10
clorexx 1l,Cleaning Supplies,171,190
Kevilton 18W,General,459,510
fruit peices 700g,Packeted Food,288,320
square small icing,Packeted Food,290,325
vsp special lunch oil 325ml,Food Oils,225,250
orid flour 200g,Packeted Food,117,130
fried peanut90g,Packeted Food,54,60
Wijaya Red Rice 5kg,Frozen Food,620,725
Earing,Fancy,495,550
Earing 6003,Fancy,36,40
Scissors,Stationery,180,200
Duspin bag 10.00,General,9,10
head and shoulders 5ml 9.00,Shampoo,10,9
Kesari Powder  1kg,food powder,900,1200
Rose Water 770ml,Fairness Cream,58.5,65
Jaffna Pakoda 170g,Frozen Food,54,60
Meera Shampoo 6.5ml Paket,Shampoo,7.2,8
Food Colour Rose Pink 100g,Frozen Food,261,290
Feeding bowl,Baby Others,396,440
Baby feeding bottle -s,Baby Others,225,250
Kadalai 1Kg,Lose Food Items,171,190
TUISER,Cosmatics,27,30
HAIR BAND 8,Cosmatics,36,40
dialog net 199,phone cards,179.1,199
hair cilip 5,Cosmatics,10.8,12
vanish sheet,Stationery,9,10
ice tube,General,89.55,99.5
earing 50,Cosmatics,45,50
kings vegetable oil 20l,Cooking Oil,4320,4800
LOG,ANDRU,1,1
pro with uv protector,Fancy,5.4,6
19l water,Water Bottels,165,200
golden face wash 100ml,Fancy,441,490
Tikiri soya 5kg,Packeted Food,166,250
special icing cake l,Packeted Food,442,500
roasted white rice flour,Packeted Items,117,130
flour,Frozen Food,70.2,78
Anna Chilli Powder 100g,Frozen Food,30.83,50
Nespray 18g,Frozen Food,17,18
Earing 6004,Fancy,621,690
Nar veputhi 20.00,pooja items,18,20
270 Earing,Fancy,243,270
chandanalepa face wash,Hair Oil,198,220
Lifebuoy Strong&long 5.00,SAMPOO,4.5,5
Baby frock,Baby Others,198,220
Baby shoe,Baby Others,441,490
Glucose Syrup 500gms,General,180,200
malini cookkurea,Food Oils,13.5,15
Washing Brush,Cleaning Supplies,31.5,35
Mally,Lose Food Items,200,230
TIUCAR,Cosmatics,54,60
HAIR BAND 9,Cosmatics,45,50
airtel 100,phone cards,90,100
hair cilip 6,Cosmatics,18,20
earing 70,Cosmatics,63,70
LONG LASTING,ANDRU,261,290
baby cheramy calming cologne,Baby Others,441,490
gold n glow moisturizing,Cosmatics,297,330
neem aloevera face wash100ml,Fancy,378,420
Rosary Gold Ribbon Cake 1kg,Food,556,660
roasted white rice flour1kg,Packeted Items,1,1
roasted curry powder250g,Packeted Food,117,130
VC Bubble Gum,Frozen Food,4.5,5
Anna Roasted Fennel 100g,Frozen Food,54,60
Uswette Cool Mint Magic,Frozen Food,1.8,2
K.R.S Handpounded Rice 2kg,Frozen Food,166,180
Boys Ring,Fancy,405,450
anna roasted curry powder1kg,Packeted Food,405,450
Vijitha Rice 50kg,Frozen Food,2000,85
Sunsilk Conditioner 80ml,Shampoo,139.5,155
egg,Frozen Food,14.4,16
anna  Corriander Powder 100g,Frozen Food,45,50
Nature Pure 19l,Water Bottels,165,200
maapiyan  red rice 5kg,Rice,360,400
Sunsilk Dream Soft & S.6.5ml,Shampoo,5.98,8
Tali Brough,Fancy,243,270
Butter Scotch,Frozen Food,1.8,2
theri pak 5.00,pooja items,4.5,5
350 Earing,Fancy,315,350
Baby hunger oval,Baby Others,612,680
Ba.food magic set,Baby Others,603,670
K.R.S kaikuththu Rice 5kg,Rice,415,450
Thurga Ice Pack 10.00,Ice cream,9,10
Center Fresh,Frozen Food,2.7,3
Sugar Nivaran,Medicie,195,260
premier 5l,Water Bottels,162,180
File Lace,Stationery,1.8,2
Palm Jaggery 160,Packeted Food,144,160
budget curry 50g,food powder,1,1
black tamarind 1kg,Lose Food Items,180,240
EYE LINER,Cosmatics,50,100
BAND,Cosmatics,67.5,75
airtel 50,phone cards,45,50
i bro pencil 5,Cosmatics,45,50
silvar chain 150,Cosmatics,135,150
skin white face wash normal 65g,Fancy,292.5,325
chocolate special cake,Packeted Food,573,650
eye bro pencil,Cosmatics,20,35
Saffola OATS 400g,Frozen Food,1,1
Sesame Paku 30g,Frozen Food,108,120
Anna Cumin Powder 100g,Frozen Food,80,90
Edna Chco Fingers 200g,kandos Chocolate,135,150
Sari Brough,General,18,20
bangle 19,Fancy,891,990
650 Earing,Fancy,585,650
Baby blanged roll,Baby Others,495,550
Rosary Any Time250g,Food Oils,144,160
Astin Mannete Attar,Perfume,180,200
birthday candle,Canned Goods,58.5,65
Office Pin,Stationery,27,30
atlas nano tip pen 10.00,Stationery,9,10
Plam Jaggery 175,Packeted Food,157.5,175
neththoli 1kg,Packeted Items,585,490
Rice Nadu 5.807 kg,General,352.8,392
tic tac cherry 12.6g,Food Drink,45,50
N.S idly&thosai liquid flour1kg,Packeted Food,126,140
Vestab Grapes Cordial 1l,Food Drink,160,275
astra magarin 500g,Packeted Food,340.91,375
MASCARE,Cosmatics,54,60
i bro pencil,Cosmatics,18,20
airtel 30,phone cards,27,30
earring,Cosmatics,180,200
surf excel 20g,Washing Powder,6.3,7
poddu 10,Cosmatics,9,10
skin white face wash oily 65g,Fancy,292.5,325
sun pin,Cosmatics,9.03,15
Wax Box Matchas,Cleaning Supplies,9,10
Safety Pin,General,18,20
bangle 20,Fancy,855,950
Venivel Soap,Soap,40.5,45
320 Earing,Fancy,288,320
Jaffna Mixture 200g,Frozen Food,72,80
Panasonic NEO (D),Battry,144,160
Baby suites,Baby Others,279,310
Baby socks,Baby Others,144,160
Salini Chilli Powder 250g,Frozen Food,85,110
mirror S - 70.00,Fancy,63,70
Rosary Ribbon Blossoms 1.5kg,Food,573,630
Ponds Pure White Face Wash 100g,Fairness Cream,364.5,405
Binder Clips,Stationery,31.5,35
Odiyal Flour 250g,Packeted Food,90,100
musk lilian ashley 100ml,Perfume,243,270
Red Dhall 1kg,General,154.8,169
200 Eaing,Fancy,180,200
Baby commod set,Baby Others,468,520
Salini Cilli Powder 50g,Frozen Food,17.5,25
Rosary fruit Cake240g,Food Oils,165,190
Salma Attar,Perfume,180,200
Thumb Tack,Stationery,27,30
Pulukkodiyal 150,Packeted Food,135,150
6poster colours 10ml,Stationery,45,50
Roasted Orid Flour  600g,General,337.5,375
Vesta Nelli Cordial 1l,Food Drink,170,275
Rosary Chocolate Special Icing Cake 600g,Food,433,525
Nestum Rice 275g,Baby Food,355.5,395
pencil cutter,Stationery,9,10
LIPTIK,Cosmatics,54,60
i bro pencil 2,Cosmatics,13.5,15
Airtel Card 99,phone cards,50,99
Lakbima Samba 10kg,Packeted Food,855,950
hair hilip 50,Cosmatics,45,50
skin white milk haldi cream,Fancy,472.5,525
sun pappadam ,Lose Food Items,63,90
Earing 6005,Fancy,324,360
Sunlight 30g,Soap,4.5,5
450 Earing,Fancy,405,450
Ba.Nail set,Baby Others,315,350
Baby chair,Baby Others,648,720
Rosarychoco speci icg cak600g,Food Oils,442,510
Transparent Clips,Stationery,22.5,25
Sesame Seed 500g,General,198,220
Sun Coconut Oil 200ml,Hair Oil,99,110
Lunch tissue 100 pcs,General,108,120
supiri keeri samba 5kg,General,625,700
String Hopper Flour Red 1kg,food powder,117,130
Krishna Ghee 180ml,General,150,190
Clogard icy mint 50ml,Baby Others,61.2,68
i bro pencil 3,Cosmatics,72,80
i bro pencil 4,Cosmatics,18,20
airtel net 95,phone cards,85.5,95
earring,Cosmatics,171,190
AM MIXTURE 20G,Snack Foods,18,20
hair hilip 70,Cosmatics,63,70
chain 150,Cosmatics,135,150
skin white gold cream 18g,Fancy,711,790
